14.1370 	INFO 	Loaded monitor calibration from ['2024_08_09 11:02']
16.4548 	EXP 	window1: recordFrameIntervals = True
16.6382 	EXP 	Screen (0) actual frame rate measured at 60.04Hz
16.6383 	EXP 	window1: recordFrameIntervals = False
16.6385 	EXP 	window1: mouseVisible = False
21.9790 	INFO 	keyboard.Keyboard is using iohub backend.
21.9791 	INFO 	keyboard.Keyboard is using iohub backend.
21.9791 	EXP 	orientation discri: status = STARTED
21.9794 	EXP 	window1: mouseVisible = False
21.9909 	EXP 	Created fixation = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0.0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='fixation', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([10., 10.]), units='pix', vertices=ndarray(...), win=Window(...), windingRule=None)
21.9911 	EXP 	window1: mouseVisible = False
21.9983 	EXP 	Created grating = GratingStim(__class__=<class 'psychopy.visual.grating.GratingStim'>, anchor='center', autoDraw=False, autoLog=True, blendmode='avg', color=array([0.3, 0.3, 0.3]), colorSpace='rgb', contrast=0.3, depth=-1.0, draggable=False, interpolate=True, mask='gauss', maskParams=None, name='grating', opacity=1, ori=1.0, phase=array([0., 0.]), pos=array([0., 0.]), rgbPedestal=array([0., 0., 0.]), sf=array([5., 5.]), size=array([0.2, 0.2]), tex='sin', texRes=128.0, units='height', win=Window(...))
0.0104 	EXP 	New trial (rep=0, index=0): <Trial 0 (0 in rep 0) data={'thisN': 0, 'thisTrialN': 0, 'thisRepN': 0}>
0.0221 	EXP 	grating: ori = 0.0
0.0221 	EXP 	fixation: autoDraw = True
1.0922 	INFO 	Keyboard events cleared
1.0915 	EXP 	grating: autoDraw = True
1.0915 	EXP 	grating: tex = 'sin'
1.1056 	EXP 	fixation: autoDraw = False
1.4052 	EXP 	grating: autoDraw = False
4.0514 	EXP 	New trial (rep=1, index=0): <Trial 1 (0 in rep 1) data={'thisN': 1, 'thisTrialN': 0, 'thisRepN': 1}>
4.0540 	DATA 	Keypress: up
4.0595 	EXP 	fixation: autoDraw = False
4.0595 	EXP 	grating: autoDraw = False
4.0595 	EXP 	grating: ori = -4.0
4.0595 	EXP 	fixation: autoDraw = True
5.0566 	INFO 	Keyboard events cleared
5.0559 	EXP 	grating: autoDraw = True
5.0718 	EXP 	fixation: autoDraw = False
5.3557 	EXP 	grating: autoDraw = False
8.2411 	EXP 	New trial (rep=2, index=0): <Trial 2 (0 in rep 2) data={'thisN': 2, 'thisTrialN': 0, 'thisRepN': 2}>
8.2427 	DATA 	Keypress: down
8.2554 	EXP 	fixation: autoDraw = False
8.2554 	EXP 	grating: autoDraw = False
8.2554 	EXP 	grating: ori = 0.0
8.2554 	EXP 	fixation: autoDraw = True
9.2564 	INFO 	Keyboard events cleared
9.2558 	EXP 	fixation: autoDraw = False
9.2558 	EXP 	grating: autoDraw = True
9.5553 	EXP 	grating: autoDraw = False
10.2900 	EXP 	New trial (rep=3, index=0): <Trial 3 (0 in rep 3) data={'thisN': 3, 'thisTrialN': 0, 'thisRepN': 3}>
10.2917 	DATA 	Keypress: down
10.3053 	EXP 	fixation: autoDraw = False
10.3053 	EXP 	grating: autoDraw = False
10.3053 	EXP 	grating: ori = -2.0
10.3053 	EXP 	fixation: autoDraw = True
11.3058 	INFO 	Keyboard events cleared
11.3053 	EXP 	fixation: autoDraw = False
11.3053 	EXP 	grating: autoDraw = True
11.6050 	EXP 	grating: autoDraw = False
12.2566 	EXP 	New trial (rep=4, index=0): <Trial 4 (0 in rep 4) data={'thisN': 4, 'thisTrialN': 0, 'thisRepN': 4}>
12.2583 	DATA 	Keypress: down
12.2718 	EXP 	fixation: autoDraw = False
12.2718 	EXP 	grating: autoDraw = False
12.2718 	EXP 	grating: ori = 0.0
12.2718 	EXP 	fixation: autoDraw = True
13.2730 	INFO 	Keyboard events cleared
13.2722 	EXP 	fixation: autoDraw = False
13.2722 	EXP 	grating: autoDraw = True
13.5717 	EXP 	grating: autoDraw = False
14.1732 	EXP 	New trial (rep=5, index=0): <Trial 5 (0 in rep 5) data={'thisN': 5, 'thisTrialN': 0, 'thisRepN': 5}>
14.1750 	DATA 	Keypress: down
14.1883 	EXP 	fixation: autoDraw = False
14.1883 	EXP 	grating: autoDraw = False
14.1883 	EXP 	grating: ori = 0.0
14.1883 	EXP 	fixation: autoDraw = True
15.1889 	INFO 	Keyboard events cleared
15.1882 	EXP 	fixation: autoDraw = False
15.1882 	EXP 	grating: autoDraw = True
15.4879 	EXP 	grating: autoDraw = False
16.3564 	EXP 	New trial (rep=6, index=0): <Trial 6 (0 in rep 6) data={'thisN': 6, 'thisTrialN': 0, 'thisRepN': 6}>
16.3580 	DATA 	Keypress: down
16.3716 	EXP 	fixation: autoDraw = False
16.3716 	EXP 	grating: autoDraw = False
16.3716 	EXP 	grating: ori = 0.0
16.3716 	EXP 	fixation: autoDraw = True
17.3721 	INFO 	Keyboard events cleared
17.3715 	EXP 	fixation: autoDraw = False
17.3715 	EXP 	grating: autoDraw = True
17.6715 	EXP 	grating: autoDraw = False
17.7406 	EXP 	New trial (rep=7, index=0): <Trial 7 (0 in rep 7) data={'thisN': 7, 'thisTrialN': 0, 'thisRepN': 7}>
17.7422 	DATA 	Keypress: up
17.7552 	EXP 	fixation: autoDraw = False
17.7552 	EXP 	grating: autoDraw = False
17.7552 	EXP 	grating: ori = 2.0
17.7552 	EXP 	fixation: autoDraw = True
18.7560 	INFO 	Keyboard events cleared
18.7554 	EXP 	fixation: autoDraw = False
18.7554 	EXP 	grating: autoDraw = True
19.0552 	EXP 	grating: autoDraw = False
19.3565 	EXP 	New trial (rep=8, index=0): <Trial 8 (0 in rep 8) data={'thisN': 8, 'thisTrialN': 0, 'thisRepN': 8}>
19.3581 	DATA 	Keypress: up
19.3715 	EXP 	fixation: autoDraw = False
19.3715 	EXP 	grating: autoDraw = False
19.3715 	EXP 	grating: ori = 0.0
19.3715 	EXP 	fixation: autoDraw = True
20.3720 	INFO 	Keyboard events cleared
20.3714 	EXP 	fixation: autoDraw = False
20.3714 	EXP 	grating: autoDraw = True
20.6712 	EXP 	grating: autoDraw = False
21.1731 	EXP 	New trial (rep=9, index=0): <Trial 9 (0 in rep 9) data={'thisN': 9, 'thisTrialN': 0, 'thisRepN': 9}>
21.1748 	DATA 	Keypress: down
21.1884 	EXP 	fixation: autoDraw = False
21.1884 	EXP 	grating: autoDraw = False
21.1884 	EXP 	grating: ori = 0.0
21.1884 	EXP 	fixation: autoDraw = True
22.1889 	INFO 	Keyboard events cleared
22.1882 	EXP 	fixation: autoDraw = False
22.1882 	EXP 	grating: autoDraw = True
22.4884 	EXP 	grating: autoDraw = False
24.0066 	EXP 	New trial (rep=10, index=0): <Trial 10 (0 in rep 10) data={'thisN': 10, 'thisTrialN': 0, 'thisRepN': 10}>
24.0083 	DATA 	Keypress: up
24.0218 	EXP 	fixation: autoDraw = False
24.0218 	EXP 	grating: autoDraw = False
24.0218 	EXP 	grating: ori = 4.0
24.0218 	EXP 	fixation: autoDraw = True
25.0217 	INFO 	Keyboard events cleared
25.0211 	EXP 	fixation: autoDraw = False
25.0211 	EXP 	grating: autoDraw = True
25.3216 	EXP 	grating: autoDraw = False
25.9562 	EXP 	New trial (rep=11, index=0): <Trial 11 (0 in rep 11) data={'thisN': 11, 'thisTrialN': 0, 'thisRepN': 11}>
25.9579 	DATA 	Keypress: down
25.9712 	EXP 	fixation: autoDraw = False
25.9712 	EXP 	grating: autoDraw = False
25.9712 	EXP 	grating: ori = 0.0
25.9712 	EXP 	fixation: autoDraw = True
26.9552 	INFO 	Keyboard events cleared
26.9545 	EXP 	grating: autoDraw = True
26.9710 	EXP 	fixation: autoDraw = False
27.2545 	EXP 	grating: autoDraw = False
27.7723 	EXP 	New trial (rep=12, index=0): <Trial 12 (0 in rep 12) data={'thisN': 12, 'thisTrialN': 0, 'thisRepN': 12}>
27.7740 	DATA 	Keypress: up
27.7876 	EXP 	fixation: autoDraw = False
27.7876 	EXP 	grating: autoDraw = False
27.7876 	EXP 	grating: ori = -5.0
27.7876 	EXP 	fixation: autoDraw = True
28.7884 	INFO 	Keyboard events cleared
28.7877 	EXP 	fixation: autoDraw = False
28.7877 	EXP 	grating: autoDraw = True
29.0881 	EXP 	grating: autoDraw = False
29.5392 	EXP 	New trial (rep=13, index=0): <Trial 13 (0 in rep 13) data={'thisN': 13, 'thisTrialN': 0, 'thisRepN': 13}>
29.5408 	DATA 	Keypress: down
29.5543 	EXP 	fixation: autoDraw = False
29.5543 	EXP 	grating: autoDraw = False
29.5543 	EXP 	grating: ori = -2.0
29.5543 	EXP 	fixation: autoDraw = True
30.5429 	INFO 	Keyboard events cleared
30.5422 	EXP 	grating: autoDraw = True
30.5564 	EXP 	fixation: autoDraw = False
30.8426 	EXP 	grating: autoDraw = False
32.9231 	EXP 	New trial (rep=14, index=0): <Trial 14 (0 in rep 14) data={'thisN': 14, 'thisTrialN': 0, 'thisRepN': 14}>
32.9248 	DATA 	Keypress: up
32.9375 	EXP 	fixation: autoDraw = False
32.9375 	EXP 	grating: autoDraw = False
32.9375 	EXP 	grating: ori = -4.0
32.9375 	EXP 	fixation: autoDraw = True
33.9381 	INFO 	Keyboard events cleared
33.9374 	EXP 	fixation: autoDraw = False
33.9374 	EXP 	grating: autoDraw = True
34.2373 	EXP 	grating: autoDraw = False
34.6384 	EXP 	New trial (rep=15, index=0): <Trial 15 (0 in rep 15) data={'thisN': 15, 'thisTrialN': 0, 'thisRepN': 15}>
34.6400 	DATA 	Keypress: down
34.6534 	EXP 	fixation: autoDraw = False
34.6534 	EXP 	grating: autoDraw = False
34.6534 	EXP 	grating: ori = 0.0
34.6534 	EXP 	fixation: autoDraw = True
35.6385 	INFO 	Keyboard events cleared
35.6379 	EXP 	grating: autoDraw = True
35.6543 	EXP 	fixation: autoDraw = False
35.9376 	EXP 	grating: autoDraw = False
36.3229 	EXP 	New trial (rep=16, index=0): <Trial 16 (0 in rep 16) data={'thisN': 16, 'thisTrialN': 0, 'thisRepN': 16}>
36.3245 	DATA 	Keypress: down
36.3373 	EXP 	fixation: autoDraw = False
36.3373 	EXP 	grating: autoDraw = False
36.3373 	EXP 	grating: ori = 0.0
36.3373 	EXP 	fixation: autoDraw = True
37.3375 	INFO 	Keyboard events cleared
37.3369 	EXP 	fixation: autoDraw = False
37.3369 	EXP 	grating: autoDraw = True
37.6371 	EXP 	grating: autoDraw = False
38.0563 	EXP 	New trial (rep=17, index=0): <Trial 17 (0 in rep 17) data={'thisN': 17, 'thisTrialN': 0, 'thisRepN': 17}>
38.0580 	DATA 	Keypress: down
38.0706 	EXP 	fixation: autoDraw = False
38.0706 	EXP 	grating: autoDraw = False
38.0706 	EXP 	grating: ori = 2.0
38.0706 	EXP 	fixation: autoDraw = True
39.0710 	INFO 	Keyboard events cleared
39.0704 	EXP 	fixation: autoDraw = False
39.0704 	EXP 	grating: autoDraw = True
39.3709 	EXP 	grating: autoDraw = False
39.7388 	EXP 	New trial (rep=18, index=0): <Trial 18 (0 in rep 18) data={'thisN': 18, 'thisTrialN': 0, 'thisRepN': 18}>
39.7405 	DATA 	Keypress: down
39.7543 	EXP 	fixation: autoDraw = False
39.7543 	EXP 	grating: autoDraw = False
39.7543 	EXP 	grating: ori = 0.0
39.7543 	EXP 	fixation: autoDraw = True
40.7544 	INFO 	Keyboard events cleared
40.7537 	EXP 	fixation: autoDraw = False
40.7537 	EXP 	grating: autoDraw = True
41.0537 	EXP 	grating: autoDraw = False
42.1722 	EXP 	New trial (rep=19, index=0): <Trial 19 (0 in rep 19) data={'thisN': 19, 'thisTrialN': 0, 'thisRepN': 19}>
42.1738 	DATA 	Keypress: up
42.1870 	EXP 	fixation: autoDraw = False
42.1870 	EXP 	grating: autoDraw = False
42.1870 	EXP 	grating: ori = 3.0
42.1870 	EXP 	fixation: autoDraw = True
43.1873 	INFO 	Keyboard events cleared
43.1868 	EXP 	fixation: autoDraw = False
43.1868 	EXP 	grating: autoDraw = True
43.4870 	EXP 	grating: autoDraw = False
44.1892 	EXP 	New trial (rep=20, index=0): <Trial 20 (0 in rep 20) data={'thisN': 20, 'thisTrialN': 0, 'thisRepN': 20}>
44.1909 	DATA 	Keypress: up
44.2035 	EXP 	fixation: autoDraw = False
44.2035 	EXP 	grating: autoDraw = False
44.2035 	EXP 	grating: ori = 0.0
44.2035 	EXP 	fixation: autoDraw = True
45.2042 	INFO 	Keyboard events cleared
45.2035 	EXP 	fixation: autoDraw = False
45.2035 	EXP 	grating: autoDraw = True
45.5036 	EXP 	grating: autoDraw = False
45.7720 	EXP 	New trial (rep=21, index=0): <Trial 21 (0 in rep 21) data={'thisN': 21, 'thisTrialN': 0, 'thisRepN': 21}>
45.7736 	DATA 	Keypress: down
45.7870 	EXP 	fixation: autoDraw = False
45.7870 	EXP 	grating: autoDraw = False
45.7870 	EXP 	grating: ori = 2.0
45.7870 	EXP 	fixation: autoDraw = True
46.7879 	INFO 	Keyboard events cleared
46.7872 	EXP 	fixation: autoDraw = False
46.7872 	EXP 	grating: autoDraw = True
47.0873 	EXP 	grating: autoDraw = False
47.8224 	EXP 	New trial (rep=22, index=0): <Trial 22 (0 in rep 22) data={'thisN': 22, 'thisTrialN': 0, 'thisRepN': 22}>
47.8240 	DATA 	Keypress: up
47.8366 	EXP 	fixation: autoDraw = False
47.8366 	EXP 	grating: autoDraw = False
47.8366 	EXP 	grating: ori = 4.0
47.8366 	EXP 	fixation: autoDraw = True
48.8374 	INFO 	Keyboard events cleared
48.8367 	EXP 	fixation: autoDraw = False
48.8367 	EXP 	grating: autoDraw = True
49.1370 	EXP 	grating: autoDraw = False
50.0555 	EXP 	New trial (rep=23, index=0): <Trial 23 (0 in rep 23) data={'thisN': 23, 'thisTrialN': 0, 'thisRepN': 23}>
50.0572 	DATA 	Keypress: up
50.0700 	EXP 	fixation: autoDraw = False
50.0700 	EXP 	grating: autoDraw = False
50.0700 	EXP 	grating: ori = 4.0
50.0700 	EXP 	fixation: autoDraw = True
51.0706 	INFO 	Keyboard events cleared
51.0699 	EXP 	fixation: autoDraw = False
51.0699 	EXP 	grating: autoDraw = True
51.3699 	EXP 	grating: autoDraw = False
51.7216 	EXP 	New trial (rep=24, index=0): <Trial 24 (0 in rep 24) data={'thisN': 24, 'thisTrialN': 0, 'thisRepN': 24}>
51.7232 	DATA 	Keypress: up
51.7367 	EXP 	fixation: autoDraw = False
51.7367 	EXP 	grating: autoDraw = False
51.7367 	EXP 	grating: ori = -2.0
51.7367 	EXP 	fixation: autoDraw = True
52.7377 	INFO 	Keyboard events cleared
52.7369 	EXP 	fixation: autoDraw = False
52.7369 	EXP 	grating: autoDraw = True
53.0366 	EXP 	grating: autoDraw = False
54.4051 	EXP 	New trial (rep=25, index=0): <Trial 25 (0 in rep 25) data={'thisN': 25, 'thisTrialN': 0, 'thisRepN': 25}>
54.4068 	DATA 	Keypress: down
54.4198 	EXP 	fixation: autoDraw = False
54.4198 	EXP 	grating: autoDraw = False
54.4198 	EXP 	grating: ori = -5.0
54.4198 	EXP 	fixation: autoDraw = True
55.4207 	INFO 	Keyboard events cleared
55.4200 	EXP 	fixation: autoDraw = False
55.4200 	EXP 	grating: autoDraw = True
55.7198 	EXP 	grating: autoDraw = False
56.2220 	EXP 	New trial (rep=26, index=0): <Trial 26 (0 in rep 26) data={'thisN': 26, 'thisTrialN': 0, 'thisRepN': 26}>
56.2236 	DATA 	Keypress: down
56.2363 	EXP 	fixation: autoDraw = False
56.2363 	EXP 	grating: autoDraw = False
56.2363 	EXP 	grating: ori = 0.0
56.2363 	EXP 	fixation: autoDraw = True
57.2373 	INFO 	Keyboard events cleared
57.2366 	EXP 	fixation: autoDraw = False
57.2366 	EXP 	grating: autoDraw = True
57.5366 	EXP 	grating: autoDraw = False
57.9386 	EXP 	New trial (rep=27, index=0): <Trial 27 (0 in rep 27) data={'thisN': 27, 'thisTrialN': 0, 'thisRepN': 27}>
57.9402 	DATA 	Keypress: up
57.9529 	EXP 	fixation: autoDraw = False
57.9529 	EXP 	grating: autoDraw = False
57.9529 	EXP 	grating: ori = 0.0
57.9529 	EXP 	fixation: autoDraw = True
58.9537 	INFO 	Keyboard events cleared
58.9531 	EXP 	fixation: autoDraw = False
58.9531 	EXP 	grating: autoDraw = True
59.2531 	EXP 	grating: autoDraw = False
60.5715 	EXP 	New trial (rep=28, index=0): <Trial 28 (0 in rep 28) data={'thisN': 28, 'thisTrialN': 0, 'thisRepN': 28}>
60.5733 	DATA 	Keypress: down
60.5861 	EXP 	fixation: autoDraw = False
60.5861 	EXP 	grating: autoDraw = False
60.5861 	EXP 	grating: ori = 0.0
60.5861 	EXP 	fixation: autoDraw = True
61.5871 	INFO 	Keyboard events cleared
61.5864 	EXP 	fixation: autoDraw = False
61.5864 	EXP 	grating: autoDraw = True
61.8863 	EXP 	grating: autoDraw = False
63.0213 	EXP 	New trial (rep=29, index=0): <Trial 29 (0 in rep 29) data={'thisN': 29, 'thisTrialN': 0, 'thisRepN': 29}>
63.0229 	DATA 	Keypress: up
63.0364 	EXP 	fixation: autoDraw = False
63.0364 	EXP 	grating: autoDraw = False
63.0364 	EXP 	grating: ori = 2.0
63.0364 	EXP 	fixation: autoDraw = True
64.0369 	INFO 	Keyboard events cleared
64.0362 	EXP 	fixation: autoDraw = False
64.0362 	EXP 	grating: autoDraw = True
64.3364 	EXP 	grating: autoDraw = False
64.6381 	EXP 	New trial (rep=30, index=0): <Trial 30 (0 in rep 30) data={'thisN': 30, 'thisTrialN': 0, 'thisRepN': 30}>
64.6398 	DATA 	Keypress: down
64.6526 	EXP 	fixation: autoDraw = False
64.6526 	EXP 	grating: autoDraw = False
64.6526 	EXP 	grating: ori = -1.0
64.6526 	EXP 	fixation: autoDraw = True
65.6532 	INFO 	Keyboard events cleared
65.6525 	EXP 	fixation: autoDraw = False
65.6525 	EXP 	grating: autoDraw = True
65.9525 	EXP 	grating: autoDraw = False
66.7042 	EXP 	New trial (rep=31, index=0): <Trial 31 (0 in rep 31) data={'thisN': 31, 'thisTrialN': 0, 'thisRepN': 31}>
66.7059 	DATA 	Keypress: down
66.7212 	EXP 	fixation: autoDraw = False
66.7212 	EXP 	grating: autoDraw = False
66.7212 	EXP 	grating: ori = -5.0
66.7212 	EXP 	fixation: autoDraw = True
67.7198 	INFO 	Keyboard events cleared
67.7192 	EXP 	grating: autoDraw = True
67.7363 	EXP 	fixation: autoDraw = False
68.0190 	EXP 	grating: autoDraw = False
68.3875 	EXP 	New trial (rep=32, index=0): <Trial 32 (0 in rep 32) data={'thisN': 32, 'thisTrialN': 0, 'thisRepN': 32}>
68.3891 	DATA 	Keypress: down
68.4025 	EXP 	fixation: autoDraw = False
68.4025 	EXP 	grating: autoDraw = False
68.4025 	EXP 	grating: ori = 0.0
68.4025 	EXP 	fixation: autoDraw = True
69.4033 	INFO 	Keyboard events cleared
69.4027 	EXP 	fixation: autoDraw = False
69.4027 	EXP 	grating: autoDraw = True
69.7025 	EXP 	grating: autoDraw = False
70.4042 	EXP 	New trial (rep=33, index=0): <Trial 33 (0 in rep 33) data={'thisN': 33, 'thisTrialN': 0, 'thisRepN': 33}>
70.4059 	DATA 	Keypress: up
70.4191 	EXP 	fixation: autoDraw = False
70.4191 	EXP 	grating: autoDraw = False
70.4191 	EXP 	grating: ori = 3.0
70.4191 	EXP 	fixation: autoDraw = True
71.4197 	INFO 	Keyboard events cleared
71.4191 	EXP 	fixation: autoDraw = False
71.4191 	EXP 	grating: autoDraw = True
71.7189 	EXP 	grating: autoDraw = False
71.9875 	EXP 	New trial (rep=34, index=0): <Trial 34 (0 in rep 34) data={'thisN': 34, 'thisTrialN': 0, 'thisRepN': 34}>
71.9892 	DATA 	Keypress: up
72.0022 	EXP 	fixation: autoDraw = False
72.0022 	EXP 	grating: autoDraw = False
72.0022 	EXP 	grating: ori = 0.0
72.0022 	EXP 	fixation: autoDraw = True
73.0031 	INFO 	Keyboard events cleared
73.0023 	EXP 	fixation: autoDraw = False
73.0023 	EXP 	grating: autoDraw = True
73.3021 	EXP 	grating: autoDraw = False
73.8047 	EXP 	New trial (rep=35, index=0): <Trial 35 (0 in rep 35) data={'thisN': 35, 'thisTrialN': 0, 'thisRepN': 35}>
73.8064 	DATA 	Keypress: down
73.8194 	EXP 	fixation: autoDraw = False
73.8194 	EXP 	grating: autoDraw = False
73.8194 	EXP 	grating: ori = 0.0
73.8194 	EXP 	fixation: autoDraw = True
74.8194 	INFO 	Keyboard events cleared
74.8187 	EXP 	fixation: autoDraw = False
74.8187 	EXP 	grating: autoDraw = True
75.1188 	EXP 	grating: autoDraw = False
75.4373 	EXP 	New trial (rep=36, index=0): <Trial 36 (0 in rep 36) data={'thisN': 36, 'thisTrialN': 0, 'thisRepN': 36}>
75.4390 	DATA 	Keypress: up
75.4526 	EXP 	fixation: autoDraw = False
75.4526 	EXP 	grating: autoDraw = False
75.4526 	EXP 	grating: ori = -2.0
75.4526 	EXP 	fixation: autoDraw = True
76.4531 	INFO 	Keyboard events cleared
76.4524 	EXP 	fixation: autoDraw = False
76.4524 	EXP 	grating: autoDraw = True
76.7520 	EXP 	grating: autoDraw = False
77.2542 	EXP 	New trial (rep=37, index=0): <Trial 37 (0 in rep 37) data={'thisN': 37, 'thisTrialN': 0, 'thisRepN': 37}>
77.2559 	DATA 	Keypress: down
77.2694 	EXP 	fixation: autoDraw = False
77.2694 	EXP 	grating: autoDraw = False
77.2694 	EXP 	grating: ori = 0.0
77.2694 	EXP 	fixation: autoDraw = True
78.2693 	INFO 	Keyboard events cleared
78.2686 	EXP 	fixation: autoDraw = False
78.2686 	EXP 	grating: autoDraw = True
78.5690 	EXP 	grating: autoDraw = False
79.0034 	EXP 	New trial (rep=38, index=0): <Trial 38 (0 in rep 38) data={'thisN': 38, 'thisTrialN': 0, 'thisRepN': 38}>
79.0050 	DATA 	Keypress: down
79.0191 	EXP 	fixation: autoDraw = False
79.0191 	EXP 	grating: autoDraw = False
79.0191 	EXP 	grating: ori = 0.0
79.0191 	EXP 	fixation: autoDraw = True
80.0196 	INFO 	Keyboard events cleared
80.0189 	EXP 	fixation: autoDraw = False
80.0189 	EXP 	grating: autoDraw = True
80.3190 	EXP 	grating: autoDraw = False
80.7038 	EXP 	New trial (rep=39, index=0): <Trial 39 (0 in rep 39) data={'thisN': 39, 'thisTrialN': 0, 'thisRepN': 39}>
80.7055 	DATA 	Keypress: down
80.7183 	EXP 	fixation: autoDraw = False
80.7183 	EXP 	grating: autoDraw = False
80.7183 	EXP 	grating: ori = 0.0
80.7183 	EXP 	fixation: autoDraw = True
81.7196 	INFO 	Keyboard events cleared
81.7189 	EXP 	fixation: autoDraw = False
81.7189 	EXP 	grating: autoDraw = True
82.0189 	EXP 	grating: autoDraw = False
82.8702 	EXP 	New trial (rep=40, index=0): <Trial 40 (0 in rep 40) data={'thisN': 40, 'thisTrialN': 0, 'thisRepN': 40}>
82.8718 	DATA 	Keypress: up
82.8851 	EXP 	fixation: autoDraw = False
82.8851 	EXP 	grating: autoDraw = False
82.8851 	EXP 	grating: ori = 0.0
82.8851 	EXP 	fixation: autoDraw = True
83.8859 	INFO 	Keyboard events cleared
83.8852 	EXP 	fixation: autoDraw = False
83.8852 	EXP 	grating: autoDraw = True
84.1853 	EXP 	grating: autoDraw = False
84.8701 	EXP 	New trial (rep=41, index=0): <Trial 41 (0 in rep 41) data={'thisN': 41, 'thisTrialN': 0, 'thisRepN': 41}>
84.8718 	DATA 	Keypress: down
84.8850 	EXP 	fixation: autoDraw = False
84.8850 	EXP 	grating: autoDraw = False
84.8850 	EXP 	grating: ori = -4.0
84.8850 	EXP 	fixation: autoDraw = True
85.8856 	INFO 	Keyboard events cleared
85.8849 	EXP 	fixation: autoDraw = False
85.8849 	EXP 	grating: autoDraw = True
86.1852 	EXP 	grating: autoDraw = False
86.5206 	EXP 	New trial (rep=42, index=0): <Trial 42 (0 in rep 42) data={'thisN': 42, 'thisTrialN': 0, 'thisRepN': 42}>
86.5224 	DATA 	Keypress: down
86.5348 	EXP 	fixation: autoDraw = False
86.5348 	EXP 	grating: autoDraw = False
86.5348 	EXP 	grating: ori = -2.0
86.5348 	EXP 	fixation: autoDraw = True
87.5356 	INFO 	Keyboard events cleared
87.5350 	EXP 	fixation: autoDraw = False
87.5350 	EXP 	grating: autoDraw = True
87.8363 	EXP 	grating: autoDraw = False
88.1367 	EXP 	New trial (rep=43, index=0): <Trial 43 (0 in rep 43) data={'thisN': 43, 'thisTrialN': 0, 'thisRepN': 43}>
88.1384 	DATA 	Keypress: down
88.1519 	EXP 	fixation: autoDraw = False
88.1519 	EXP 	grating: autoDraw = False
88.1519 	EXP 	grating: ori = 0.0
88.1519 	EXP 	fixation: autoDraw = True
89.1519 	INFO 	Keyboard events cleared
89.1513 	EXP 	fixation: autoDraw = False
89.1513 	EXP 	grating: autoDraw = True
89.4515 	EXP 	grating: autoDraw = False
89.8028 	EXP 	New trial (rep=44, index=0): <Trial 44 (0 in rep 44) data={'thisN': 44, 'thisTrialN': 0, 'thisRepN': 44}>
89.8044 	DATA 	Keypress: up
89.8181 	EXP 	fixation: autoDraw = False
89.8181 	EXP 	grating: autoDraw = False
89.8181 	EXP 	grating: ori = 0.0
89.8181 	EXP 	fixation: autoDraw = True
